,mean,sd,hpd_3%,hpd_97%
αS[15],0.272,0.098,0.111,0.466
αS[16],0.585,0.197,0.2,0.894
αS[17],0.008,0.008,0.001,0.022
αS[18],0.581,0.202,0.204,0.91
αS[19],0.005,0.007,0.0,0.014
αS[20],0.484,0.18,0.176,0.81
αS[21],0.003,0.004,0.0,0.007
αS[22],0.581,0.188,0.236,0.909
αS[23],0.59,0.196,0.231,0.913
αS[24],0.597,0.192,0.254,0.922
αS[25],0.581,0.193,0.219,0.889
αS[26],0.549,0.214,0.167,0.91
αS[27],0.044,0.019,0.017,0.079
αS[28],0.001,0.002,0.0,0.004
αS[29],0.007,0.006,0.0,0.017
αS[30],0.579,0.192,0.227,0.892
αS[31],0.585,0.196,0.231,0.915
αS[32],0.002,0.003,0.0,0.005
αS[33],0.593,0.191,0.237,0.913
αS[34],0.038,0.012,0.019,0.061
αS[35],0.591,0.196,0.245,0.927
αS[36],0.601,0.188,0.261,0.922
αS[37],0.545,0.217,0.164,0.915
αS[38],0.495,0.184,0.189,0.839
αS[39],0.591,0.198,0.243,0.919
αS[40],0.565,0.204,0.207,0.911
αS[41],0.601,0.188,0.259,0.931
αS[42],0.001,0.001,0.0,0.003
αS[43],0.482,0.189,0.181,0.841
αS[44],0.524,0.23,0.148,0.922
αS[45],0.026,0.013,0.007,0.05
αS[46],0.598,0.193,0.261,0.939
αS[47],0.595,0.191,0.255,0.918
αS[48],0.013,0.009,0.002,0.029
αS[49],0.019,0.009,0.006,0.035
αS[50],0.003,0.004,0.0,0.01
αS[51],0.489,0.17,0.18,0.812
αS[52],0.54,0.213,0.169,0.917
αS[53],0.533,0.215,0.147,0.903
αS[54],0.569,0.199,0.189,0.882
αS[55],0.096,0.029,0.048,0.15
αS[56],0.592,0.193,0.253,0.921
αS[57],0.584,0.201,0.233,0.928
αS[58],0.004,0.006,0.0,0.012
αS[59],0.587,0.192,0.27,0.951
αS[60],0.523,0.207,0.144,0.877
αS[61],0.375,0.144,0.138,0.649
αS[62],0.595,0.196,0.258,0.937
αS[63],0.314,0.233,0.002,0.74
αS[64],0.598,0.192,0.247,0.918
αS[65],0.594,0.197,0.245,0.923
αS[66],0.404,0.178,0.105,0.723
αE[0],0.215,0.064,0.109,0.334
αE[1],0.324,0.084,0.172,0.475
αE[2],0.017,0.016,0.001,0.044
αE[3],0.601,0.171,0.274,0.891
αE[4],0.198,0.058,0.098,0.305
αE[5],0.021,0.014,0.004,0.045
αE[6],0.184,0.055,0.088,0.281
αE[7],0.583,0.166,0.274,0.873
αE[8],0.431,0.187,0.103,0.763
αE[9],0.113,0.033,0.058,0.174
αE[10],0.455,0.193,0.097,0.798
αE[11],0.31,0.098,0.138,0.48
αE[12],0.271,0.143,0.051,0.546
αE[13],0.076,0.023,0.036,0.118
αE[14],0.555,0.195,0.189,0.875
αE[15],0.524,0.191,0.197,0.866
αE[16],0.537,0.189,0.197,0.896
αE[17],0.103,0.036,0.047,0.174
αE[18],0.603,0.176,0.277,0.905
αE[19],0.555,0.183,0.222,0.858
αE[20],0.318,0.102,0.141,0.513
αE[21],0.07,0.024,0.032,0.118
αE[22],0.62,0.173,0.268,0.882
αE[23],0.618,0.171,0.332,0.933
αE[24],0.119,0.036,0.06,0.191
αE[25],0.104,0.03,0.056,0.164
αE[26],0.558,0.192,0.218,0.887
αE[27],0.071,0.026,0.026,0.119
αE[28],0.113,0.037,0.048,0.179
αE[29],0.573,0.183,0.233,0.871
αE[30],0.631,0.165,0.33,0.898
αE[31],0.288,0.135,0.074,0.537
αE[32],0.054,0.022,0.018,0.093
αE[33],0.323,0.099,0.143,0.508
αE[34],0.015,0.014,0.001,0.037
αE[35],0.57,0.163,0.281,0.854
αE[36],0.631,0.171,0.318,0.931
αE[37],0.122,0.037,0.059,0.187
αE[38],0.494,0.161,0.193,0.775
αE[39],0.247,0.114,0.065,0.462
αE[40],0.164,0.054,0.06,0.257
αE[41],0.653,0.16,0.352,0.913
αE[42],0.165,0.065,0.058,0.282
αE[43],0.549,0.156,0.27,0.835
αE[44],0.049,0.025,0.012,0.096
αE[45],0.054,0.022,0.022,0.096
αE[46],0.431,0.179,0.128,0.76
αE[47],0.548,0.19,0.207,0.888
αE[48],0.609,0.163,0.335,0.911
αE[49],0.382,0.187,0.073,0.724
αE[50],0.036,0.019,0.01,0.072
αE[51],0.143,0.054,0.061,0.254
αE[52],0.379,0.131,0.152,0.618
αE[53],0.339,0.158,0.104,0.657
αE[54],0.631,0.166,0.324,0.907
αE[55],0.109,0.032,0.057,0.167
αE[56],0.632,0.16,0.306,0.878
αE[57],0.55,0.198,0.211,0.914
αE[58],0.476,0.203,0.113,0.825
αE[59],0.569,0.169,0.258,0.87
αE[60],0.624,0.168,0.298,0.895
αE[61],0.108,0.033,0.052,0.17
αE[62],0.144,0.034,0.088,0.211
αE[63],0.338,0.177,0.059,0.677
αE[64],0.641,0.168,0.318,0.91
αE[65],0.581,0.182,0.24,0.884
αE[66],0.566,0.186,0.235,0.876
αF[0],0.343,0.12,0.151,0.586
αF[1],0.59,0.155,0.282,0.847
αF[2],0.026,0.015,0.005,0.052
αF[3],0.522,0.146,0.257,0.778
αF[4],0.094,0.051,0.02,0.185
αF[5],0.616,0.146,0.351,0.874
αF[6],0.149,0.099,0.015,0.333
αF[7],0.619,0.143,0.366,0.875
αF[8],0.196,0.084,0.068,0.355
αF[9],0.069,0.043,0.01,0.147
αF[10],0.135,0.076,0.022,0.269
αF[11],0.335,0.124,0.143,0.591
αF[12],0.292,0.141,0.078,0.559
αF[13],0.162,0.087,0.032,0.328
αF[14],0.3,0.124,0.109,0.545
αF[15],0.101,0.076,0.01,0.232
αF[16],0.064,0.06,0.004,0.166
αF[17],0.029,0.017,0.006,0.062
αF[18],0.065,0.054,0.006,0.166
αF[19],0.011,0.011,0.001,0.028
αF[20],0.414,0.126,0.186,0.649
αF[21],0.12,0.087,0.01,0.282
αF[22],0.614,0.148,0.307,0.848
αF[23],0.611,0.155,0.315,0.872
αF[24],0.228,0.171,0.007,0.555
αF[25],0.059,0.055,0.003,0.164
αF[26],0.216,0.101,0.057,0.411
αF[27],0.025,0.012,0.007,0.048
αF[28],0.101,0.059,0.014,0.208
αF[29],0.033,0.042,0.001,0.093
αF[30],0.565,0.137,0.339,0.843
αF[31],0.295,0.121,0.099,0.521
αF[32],0.042,0.025,0.007,0.085
αF[33],0.056,0.03,0.012,0.109
αF[34],0.027,0.019,0.003,0.059
αF[35],0.524,0.144,0.29,0.798
αF[36],0.62,0.142,0.369,0.875
αF[37],0.097,0.058,0.015,0.205
αF[38],0.389,0.129,0.178,0.641
αF[39],0.6,0.167,0.305,0.907
αF[40],0.252,0.115,0.072,0.476
αF[41],0.388,0.11,0.19,0.593
αF[42],0.188,0.09,0.046,0.352
αF[43],0.335,0.115,0.124,0.536
αF[44],0.026,0.038,0.0,0.088
αF[45],0.101,0.061,0.018,0.214
αF[46],0.525,0.153,0.226,0.788
αF[47],0.548,0.132,0.314,0.782
αF[48],0.582,0.157,0.313,0.872
αF[49],0.101,0.057,0.022,0.198
αF[50],0.119,0.057,0.038,0.229
αF[51],0.183,0.082,0.053,0.337
αF[52],0.531,0.146,0.273,0.804
αF[53],0.185,0.085,0.049,0.352
αF[54],0.58,0.141,0.34,0.846
αF[55],0.02,0.026,0.0,0.058
αF[56],0.593,0.136,0.363,0.84
αF[57],0.574,0.136,0.322,0.818
αF[58],0.056,0.023,0.022,0.1
αF[59],0.459,0.124,0.235,0.69
αF[60],0.553,0.136,0.313,0.798
αF[61],0.196,0.092,0.061,0.366
αF[62],0.148,0.078,0.027,0.287
αF[63],0.127,0.049,0.052,0.22
αF[64],0.633,0.141,0.359,0.868
αF[65],0.624,0.148,0.354,0.889
αF[66],0.534,0.133,0.28,0.766
αEF[0],0.038,0.015,0.013,0.064
αEF[1],0.518,0.138,0.267,0.773
αEF[2],0.11,0.021,0.072,0.149
αEF[3],0.477,0.142,0.232,0.746
αEF[4],0.09,0.017,0.06,0.12
αEF[5],0.206,0.036,0.142,0.273
αEF[6],0.069,0.013,0.045,0.094
αEF[7],0.65,0.138,0.405,0.902
αEF[8],0.1,0.021,0.062,0.139
αEF[9],0.171,0.028,0.121,0.224
αEF[10],0.027,0.012,0.008,0.047
αEF[11],0.086,0.017,0.059,0.119
αEF[12],0.067,0.012,0.046,0.09
αEF[13],0.173,0.029,0.12,0.227
αEF[14],0.184,0.031,0.134,0.242
αEF[15],0.062,0.012,0.043,0.085
αEF[16],0.03,0.012,0.013,0.051
αEF[17],0.074,0.014,0.048,0.098
αEF[18],0.042,0.015,0.018,0.071
αEF[19],0.356,0.113,0.144,0.56
αEF[20],0.575,0.137,0.317,0.823
αEF[21],0.065,0.016,0.039,0.098
αEF[22],0.636,0.148,0.365,0.892
αEF[23],0.508,0.175,0.217,0.848
αEF[24],0.256,0.048,0.175,0.352
αEF[25],0.076,0.015,0.052,0.106
αEF[26],0.068,0.022,0.031,0.109
αEF[27],0.071,0.013,0.05,0.095
αEF[28],0.063,0.014,0.037,0.091
αEF[29],0.124,0.019,0.087,0.159
αEF[30],0.591,0.145,0.329,0.858
αEF[31],0.093,0.016,0.064,0.12
αEF[32],0.06,0.014,0.035,0.086
αEF[33],0.183,0.029,0.13,0.237
αEF[34],0.074,0.014,0.047,0.1
αEF[35],0.679,0.158,0.386,0.938
αEF[36],0.413,0.09,0.238,0.57
αEF[37],0.312,0.174,0.027,0.597
αEF[38],0.272,0.049,0.186,0.369
αEF[39],0.616,0.148,0.354,0.882
αEF[40],0.105,0.016,0.077,0.135
αEF[41],0.158,0.022,0.119,0.197
αEF[42],0.022,0.01,0.006,0.039
αEF[43],0.291,0.068,0.186,0.431
αEF[44],0.078,0.013,0.054,0.1
αEF[45],0.063,0.017,0.035,0.097
αEF[46],0.694,0.15,0.426,0.934
αEF[47],0.48,0.14,0.222,0.734
αEF[48],0.213,0.037,0.141,0.281
αEF[49],0.058,0.013,0.035,0.081
αEF[50],0.071,0.013,0.048,0.095
αEF[51],0.083,0.023,0.044,0.124
αEF[52],0.59,0.135,0.331,0.827
αEF[53],0.117,0.02,0.08,0.152
αEF[54],0.724,0.143,0.464,0.94
αEF[55],0.11,0.019,0.077,0.148
αEF[56],0.643,0.141,0.385,0.89
αEF[57],0.614,0.144,0.347,0.865
αEF[58],0.11,0.022,0.072,0.151
αEF[59],0.293,0.062,0.177,0.406
αEF[60],0.488,0.18,0.164,0.817
αEF[61],0.065,0.012,0.042,0.087
αEF[62],0.149,0.024,0.105,0.192
αEF[63],0.091,0.016,0.063,0.121
αEF[64],0.66,0.152,0.373,0.921
αEF[65],0.52,0.131,0.289,0.761
αEF[66],0.167,0.029,0.119,0.22
αG[0],0.626,0.195,0.262,0.938
αG[1],0.65,0.187,0.332,0.961
αG[2],0.003,0.004,0.0,0.007
αG[3],0.614,0.198,0.241,0.937
αG[4],0.403,0.186,0.081,0.73
αG[5],0.639,0.189,0.301,0.947
αG[6],0.524,0.208,0.154,0.88
αG[7],0.616,0.2,0.268,0.964
αG[8],0.64,0.195,0.298,0.958
αG[9],0.498,0.217,0.127,0.883
αG[10],0.496,0.185,0.139,0.784
αG[11],0.591,0.184,0.251,0.914
αG[12],0.62,0.194,0.27,0.938
αG[13],0.637,0.196,0.277,0.953
αG[14],0.624,0.192,0.262,0.922
αG[15],0.646,0.181,0.327,0.961
αG[16],0.623,0.198,0.274,0.954
αG[17],0.252,0.191,0.007,0.613
αG[18],0.631,0.196,0.275,0.946
αG[19],0.627,0.187,0.277,0.929
αG[20],0.622,0.194,0.245,0.919
αG[21],0.613,0.191,0.264,0.938
αG[22],0.635,0.188,0.301,0.946
αG[23],0.557,0.199,0.227,0.929
αG[24],0.643,0.189,0.309,0.958
αG[25],0.619,0.194,0.265,0.919
αG[26],0.641,0.185,0.307,0.948
αG[27],0.008,0.006,0.001,0.018
αG[28],0.405,0.22,0.036,0.794
αG[29],0.625,0.192,0.276,0.942
αG[30],0.639,0.192,0.29,0.936
αG[31],0.573,0.182,0.228,0.861
αG[32],0.021,0.009,0.006,0.036
αG[33],0.636,0.195,0.28,0.947
αG[34],0.012,0.007,0.002,0.025
αG[35],0.63,0.191,0.295,0.949
αG[36],0.634,0.188,0.279,0.932
αG[37],0.434,0.199,0.115,0.807
αG[38],0.637,0.198,0.267,0.939
αG[39],0.533,0.203,0.177,0.889
αG[40],0.594,0.197,0.236,0.92
αG[41],0.452,0.148,0.195,0.734
αG[42],0.632,0.194,0.29,0.961
αG[43],0.585,0.186,0.248,0.906
αG[44],0.601,0.194,0.261,0.926
αG[45],0.011,0.007,0.003,0.024
αG[46],0.628,0.196,0.267,0.94
αG[47],0.644,0.185,0.304,0.947
αG[48],0.589,0.203,0.234,0.931
αG[49],0.599,0.201,0.247,0.924
αG[50],0.017,0.008,0.005,0.031
αG[51],0.637,0.189,0.294,0.957
αG[52],0.599,0.197,0.219,0.903
αG[53],0.581,0.217,0.212,0.948
αG[54],0.621,0.191,0.278,0.934
αG[55],0.012,0.007,0.002,0.026
αG[56],0.615,0.195,0.289,0.953
αG[57],0.424,0.176,0.108,0.742
αG[58],0.624,0.195,0.295,0.964
αG[59],0.519,0.177,0.209,0.837
αG[60],0.62,0.193,0.255,0.936
αG[61],0.52,0.176,0.172,0.817
αG[62],0.632,0.188,0.281,0.939
αG[63],0.561,0.188,0.229,0.883
αG[64],0.632,0.189,0.257,0.922
αG[65],0.548,0.187,0.217,0.879
αG[66],0.633,0.19,0.284,0.951
αH[0],0.014,0.009,0.003,0.031
αH[1],0.595,0.192,0.263,0.938
αH[2],0.186,0.104,0.032,0.386
αH[3],0.608,0.19,0.288,0.929
αH[4],0.467,0.197,0.117,0.806
αH[5],0.014,0.01,0.002,0.031
αH[6],0.135,0.074,0.029,0.271
αH[7],0.592,0.2,0.218,0.929
αH[8],0.626,0.187,0.292,0.935
αH[9],0.587,0.208,0.217,0.931
αH[10],0.573,0.206,0.211,0.926
αH[11],0.622,0.192,0.254,0.929
αH[12],0.171,0.067,0.063,0.295
αH[13],0.505,0.174,0.182,0.819
αH[14],0.597,0.208,0.227,0.935
αH[15],0.449,0.205,0.1,0.803
αH[16],0.614,0.192,0.264,0.939
αH[17],0.405,0.27,0.013,0.875
αH[18],0.603,0.208,0.245,0.955
αH[19],0.008,0.009,0.0,0.021
αH[20],0.597,0.185,0.293,0.942
αH[21],0.027,0.012,0.011,0.049
αH[22],0.63,0.198,0.244,0.917
αH[23],0.614,0.189,0.28,0.942
αH[24],0.627,0.199,0.284,0.965
αH[25],0.555,0.194,0.233,0.927
αH[26],0.623,0.194,0.287,0.957
αH[27],0.029,0.011,0.01,0.05
αH[28],0.003,0.004,0.0,0.01
αH[29],0.008,0.007,0.001,0.021
αH[30],0.611,0.195,0.271,0.937
αH[31],0.614,0.192,0.251,0.925
αH[32],0.037,0.012,0.016,0.059
αH[33],0.629,0.196,0.254,0.929
αH[34],0.031,0.012,0.012,0.052
αH[35],0.616,0.198,0.254,0.945
αH[36],0.616,0.194,0.255,0.928
αH[37],0.538,0.188,0.164,0.841
αH[38],0.612,0.197,0.251,0.924
αH[39],0.599,0.201,0.221,0.942
αH[40],0.577,0.201,0.225,0.911
αH[41],0.613,0.191,0.288,0.954
αH[42],0.632,0.184,0.282,0.937
αH[43],0.605,0.193,0.28,0.944
αH[44],0.373,0.145,0.125,0.639
αH[45],0.092,0.031,0.042,0.15
αH[46],0.624,0.189,0.272,0.94
αH[47],0.607,0.198,0.267,0.951
αH[48],0.13,0.055,0.041,0.224
αH[49],0.07,0.024,0.032,0.117
αH[50],0.008,0.007,0.0,0.022
αH[51],0.614,0.201,0.246,0.935
αH[52],0.572,0.196,0.241,0.937
αH[53],0.554,0.213,0.169,0.914
αH[54],0.593,0.198,0.228,0.924
αH[55],0.357,0.144,0.083,0.601
αH[56],0.624,0.195,0.279,0.949
αH[57],0.614,0.191,0.268,0.945
αH[58],0.009,0.008,0.001,0.023
αH[59],0.402,0.166,0.13,0.724
αH[60],0.59,0.202,0.222,0.92
αH[61],0.523,0.185,0.175,0.866
αH[62],0.613,0.192,0.255,0.932
αH[63],0.56,0.198,0.184,0.887
αH[64],0.626,0.188,0.304,0.947
αH[65],0.536,0.182,0.224,0.866
αH[66],0.613,0.189,0.259,0.919
αM[0],0.07,0.021,0.036,0.109
αM[1],0.612,0.181,0.284,0.922
αM[2],0.003,0.004,0.0,0.008
αM[3],0.618,0.176,0.292,0.914
αM[4],0.106,0.053,0.028,0.202
αM[5],0.118,0.091,0.006,0.284
αM[6],0.046,0.018,0.016,0.079
αM[7],0.517,0.173,0.22,0.83
αM[8],0.622,0.177,0.281,0.9
αM[9],0.522,0.183,0.189,0.853
αM[10],0.528,0.186,0.211,0.872
αM[11],0.072,0.021,0.034,0.109
αM[12],0.068,0.024,0.032,0.113
αM[13],0.34,0.147,0.094,0.611
αM[14],0.503,0.168,0.199,0.803
αM[15],0.509,0.177,0.191,0.829
αM[16],0.321,0.167,0.063,0.653
αM[17],0.017,0.01,0.004,0.033
αM[18],0.572,0.185,0.224,0.876
αM[19],0.002,0.002,0.0,0.005
αM[20],0.255,0.115,0.05,0.463
αM[21],0.406,0.207,0.055,0.772
αM[22],0.452,0.17,0.144,0.747
αM[23],0.332,0.135,0.107,0.585
αM[24],0.511,0.175,0.202,0.835
αM[25],0.033,0.015,0.012,0.062
αM[26],0.511,0.191,0.165,0.845
αM[27],0.007,0.007,0.001,0.018
αM[28],0.091,0.037,0.034,0.159
αM[29],0.079,0.025,0.039,0.128
αM[30],0.607,0.176,0.304,0.924
αM[31],0.056,0.021,0.022,0.094
αM[32],0.051,0.016,0.024,0.08
αM[33],0.557,0.195,0.203,0.888
αM[34],0.002,0.003,0.0,0.007
αM[35],0.419,0.158,0.162,0.722
αM[36],0.613,0.183,0.294,0.932
αM[37],0.031,0.013,0.01,0.056
αM[38],0.633,0.175,0.284,0.907
αM[39],0.39,0.187,0.064,0.727
αM[40],0.348,0.13,0.136,0.593
αM[41],0.517,0.174,0.197,0.818
αM[42],0.396,0.237,0.026,0.806
αM[43],0.592,0.174,0.284,0.9
αM[44],0.029,0.016,0.007,0.058
αM[45],0.023,0.012,0.007,0.045
αM[46],0.575,0.165,0.247,0.856
αM[47],0.62,0.179,0.265,0.904
αM[48],0.6,0.176,0.283,0.907
αM[49],0.109,0.065,0.021,0.223
αM[50],0.005,0.006,0.0,0.013
