Trial,Mean,Low,High,SE,Stimulus
7,NaN,NaN,NaN,NaN,F+2
8,NaN,NaN,NaN,NaN,F+2
9,NaN,NaN,NaN,NaN,F+2
10,NaN,NaN,NaN,NaN,F+2
11,NaN,NaN,NaN,NaN,F+2
12,NaN,NaN,NaN,NaN,F+2
13,NaN,NaN,NaN,NaN,F+2
14,NaN,NaN,NaN,NaN,F+2
15,NaN,NaN,NaN,NaN,F+2
16,NaN,NaN,NaN,NaN,F+2
17,NaN,NaN,NaN,NaN,F+2
18,NaN,NaN,NaN,NaN,F+2
19,NaN,NaN,NaN,NaN,F+2
20,NaN,NaN,NaN,NaN,F+2
21,NaN,NaN,NaN,NaN,F+2
22,NaN,NaN,NaN,NaN,F+2
23,NaN,NaN,NaN,NaN,F+2
24,NaN,NaN,NaN,NaN,F+2
25,NaN,NaN,NaN,NaN,F+2
26,NaN,NaN,NaN,NaN,F+2
27,NaN,NaN,NaN,NaN,F+2
28,NaN,NaN,NaN,NaN,F+2
29,NaN,NaN,NaN,NaN,F+2
30,NaN,NaN,NaN,NaN,F+2
31,4.415311579,4.29520054,4.535422618,0.120111039,F+2
32,4.374727887,4.246370695,4.503085078,0.128357192,F+2
33,4.334144194,4.197540851,4.470747538,0.136603344,F+2
34,4.293560502,4.148711006,4.438409998,0.144849496,F+2
35,4.321492581,4.181750341,4.461234821,0.13974224,F+2
36,4.34942466,4.214789676,4.484059645,0.134634985,F+2
37,4.37735674,4.24782901,4.506884469,0.129527729,F+2
38,NaN,NaN,NaN,NaN,F+2
39,NaN,NaN,NaN,NaN,F+2
