ID,trial,stimulus,DV
201,1,DEF,4.8806584365
201,2,DEF,4.849794238499999
201,3,DEF,4.8106995885
201,4,DEF,4.771604938499999
201,5,DEF,4.8106995885
201,1,E,1.094650206
201,2,E,4.818930041
201,3,E,4.835390947
201,4,E,4.893004115
201,5,E,4.872427984
201,1,F,4.868312757
201,2,F,4.802469136
201,3,F,4.83127572
201,4,F,4.860082305
201,5,F,4.748971193
201,1,G,1.12345679
201,2,G,4.728395062
201,3,G,1.086419753
201,4,G,4.572016461
201,5,G,4.646090535
201,1,M,4.8353909465
201,2,M,4.7674897115
201,3,M,4.781893004000001
201,4,M,4.860082304500001
201,5,M,4.623456790000001
201,1,N,2.9855967075
201,2,N,4.8148148145
201,3,N,4.855967078000001
201,4,N,4.8662551445
201,5,N,4.781893004000001
201,1,D,4.827160494
201,2,D,1.111111111
201,3,D,2.958847737
201,4,D,2.991769547
201,5,D,3
201,1,DE,1.148148148
201,2,DE,1.102880658
201,3,DE,1.176954733
201,4,DE,4.855967078
201,5,DE,1.127572016
201,1,EF,4.893004115
201,2,EF,4.884773663
201,3,EF,1.135802469
201,4,EF,4.872427984
201,5,EF,4.802469136
201,1,DES,2.940329218
201,2,DES,3.884773663
201,3,DES,4.8683127575
201,4,DES,1.46090535
201,5,DES,1.740740741
201,1,H,2.0082304525
201,2,H,3.843621399
201,3,H,3.9197530865
201,4,H,4.358024691500001
201,5,H,1.04526749
201,1,MN,2.9588477365
201,2,MN,4.8251028805
201,3,MN,2.973251029
201,4,MN,4.8950617285
201,5,MN,2.9444444445
202,1,DEF,4.990123456499999
202,2,DEF,4.9555555555
202,3,DEF,4.958024691
202,4,DEF,4.977777778
202,5,DEF,4.962962963
202,1,E,4.97037037
202,2,E,4.965432099
202,3,E,4.97037037
202,4,E,4.975308642
202,5,E,4.960493827
202,1,F,4.975308642
202,2,F,4.97037037
202,3,F,4.985185185
202,4,F,4.990123457
202,5,F,4.960493827
202,1,G,4.837037037
202,2,G,4.960493827
202,3,G,4.960493827
202,4,G,4.920987654
202,5,G,4.960493827
202,1,M,2.661728395
202,2,M,2.9827160495
202,3,M,4.962962963000001
202,4,M,4.975308642
202,5,M,4.9703703705
202,1,N,4.975308642
202,2,N,4.945679012
202,3,N,4.958024691
202,4,N,4.975308642
202,5,N,4.977777778
202,1,D,4.965432099
202,2,D,4.965432099
202,3,D,1.034567901
202,4,D,1.02962963
202,5,D,1.004938272
202,1,DE,1.039506173
202,2,DE,1.019753086
202,3,DE,1.039506173
202,4,DE,4.97037037
202,5,DE,1.02962963
202,1,EF,1.024691358
202,2,EF,4.960493827
202,3,EF,1.009876543
202,4,EF,4.960493827
202,5,EF,4.965432099
202,1,DES,1.022222222
202,2,DES,1.024691358
202,3,DES,1.0222222225
202,4,DES,1.0197530865
202,5,DES,1.004938272
202,1,H,1.0444444445
202,2,H,1.0197530865
202,3,H,1.0098765435
202,4,H,1.0074074075
202,5,H,1.0098765435
202,1,MN,2.9802469135
202,2,MN,3.0197530865
202,3,MN,2.995061728
202,4,MN,1.009876543
202,5,MN,1.024691358
203,1,DEF,3.9209876545
203,2,DEF,1.135802469
203,3,DEF,1.088888889
203,4,DEF,1.0691358025
203,5,DEF,2.975308642
203,1,E,1.172839506
203,2,E,1.15308642
203,3,E,1.088888889
203,4,E,1.054320988
203,5,E,1.049382716
203,1,F,1.207407407
203,2,F,1.064197531
203,3,F,1.064197531
203,4,F,1.069135802
203,5,F,2.980246914
203,1,G,2.925925926
203,2,G,2.995061728
203,3,G,2.985185185
203,4,G,2.985185185
203,5,G,1.079012346
203,1,M,2.0172839505
203,2,M,2.0839506175
203,3,M,1.0839506175
203,4,M,1.064197531
203,5,M,1.04691358
203,1,N,2.083950617
203,2,N,1.0913580245
203,3,N,1.091358025
203,4,N,1.071604938
203,5,N,3.019753086
203,1,D,2.960493827
203,2,D,1.143209877
203,3,D,1.09382716
203,4,D,1.074074074
203,5,D,2.985185185
203,1,DE,1.158024691
203,2,DE,1.074074074
203,3,DE,1.088888889
203,4,DE,1.069135802
203,5,DE,2.975308642
203,1,EF,1.172839506
203,2,EF,2.901234568
203,3,EF,2.965432099
203,4,EF,1.069135802
203,5,EF,1.049382716
203,1,DES,2
203,2,DES,1.111111111
203,3,DES,1.088888889
203,4,DES,1.086419753
203,5,DES,2.975308642
203,1,H,2.0345679015
203,2,H,1.111111111
203,3,H,1.0790123455
203,4,H,1.051851852
203,5,H,2.9802469135
203,1,MN,2.0543209875
203,2,MN,1.1580246915
203,3,MN,1.0814814815
203,4,MN,1.083950617
203,5,MN,2.022222222
204,1,DEF,4.3456790125
204,2,DEF,4.962962963000001
204,3,DEF,4.925925926
204,4,DEF,4.9185185185
204,5,DEF,4.9432098765
204,1,E,4.930864198
204,2,E,4.797530864
204,3,E,4.886419753
204,4,E,4.995061728
204,5,E,4.965432099
204,1,F,4.881481481
204,2,F,4.896296296
204,3,F,4.965432099
204,4,F,4.940740741
204,5,F,4.827160494
204,1,G,3.014814815
204,2,G,4.916049383
204,3,G,4.90617284
204,4,G,4.861728395
204,5,G,4.97037037
204,1,M,4.901234568
204,2,M,4.891358024500001
204,3,M,4.9234567905
204,4,M,4.395061728
204,5,M,4.8962962965
204,1,N,4.901234568
204,2,N,4.896296296
204,3,N,4.891358024500001
204,4,N,4.935802469
204,5,N,4.874074074
204,1,D,3.044444444
204,2,D,1.039506173
204,3,D,1.054320988
204,4,D,1.044444444
204,5,D,1.12345679
204,1,DE,1.049382716
204,2,DE,1.054320988
204,3,DE,1.079012346
204,4,DE,1.044444444
204,5,DE,1.059259259
204,1,EF,1.024691358
