ID,trial,stimulus,DV
101,1,G,3.016608796
101,2,G,4.969386574
101,3,G,4.998070988
101,4,G,4.998070988
101,5,G,4.984548611
101,6,G,4.986921296
101,7,G,4.9921875
101,8,G,4.980497685
101,9,G,4.982677469
101,10,G,4.99056713
101,1,H,3.016608796
101,2,H,1.015239198
101,3,H,1.015239198
101,4,H,1.014872685
101,5,H,1.036265432
101,6,H,1.016936728
101,7,H,1.010570988
101,8,H,1.013387346
101,9,H,1.008140432
101,10,H,1.002102623
102,1,G,3.067724868
102,2,G,4.947089947
102,3,G,4.989417989
102,4,G,4.887830688
102,5,G,4.976719577
102,6,G,4.985185185
102,7,G,4.980952381
102,8,G,4.964021164
102,9,G,4.95978836
102,10,G,4.947089947
102,1,H,3.008465608
102,2,H,1.002116402
102,3,H,1.010582011
102,4,H,1.010582011
102,5,H,1.014814815
102,6,H,1.027513228
102,7,H,1.044444444
102,8,H,1.006349206
102,9,H,1.057142857
102,10,H,1.074074074
103,1,G,2.625514403
103,2,G,4.057613169
103,3,G,4.716049383
103,4,G,4.843621399
103,5,G,4.991769547
103,6,G,4.971193416
103,7,G,4.979423868
103,8,G,4.987654321
103,9,G,4.983539095
103,10,G,4.979423868
103,1,H,1.316872428
103,2,H,1.271604938
103,3,H,1.176954733
103,4,H,1.024691358
103,5,H,1.004115226
103,6,H,1.004115226
103,7,H,1.012345679
103,8,H,1.016460905
103,9,H,1.016460905
103,10,H,1.016460905
104,1,G,3.046296296
104,2,G,4.71875
104,3,G,4.71875
104,4,G,4.782407407
104,5,G,4.857638889
104,6,G,4.371527778
104,7,G,4.788194444
104,8,G,4.788194444
104,9,G,4.846064815
104,10,G,4.846064815
104,1,H,3.046296296
104,2,H,4.71875
104,3,H,3.023148148
104,4,H,1.396990741
104,5,H,1.506944444
104,6,H,1.408564815
104,7,H,1.344907407
104,8,H,1.28125
104,9,H,1.28125
104,10,H,1.466435185
105,1,G,1.745968364
105,2,G,1.458757716
105,3,G,4.822183642
105,4,G,4.785262346
105,5,G,4.85466821
105,6,G,4.950308642
105,7,G,4.950308642
105,8,G,4.98599537
105,9,G,4.990354938
105,10,G,4.989679784
105,1,H,1.930401235
105,2,H,1.255536265
105,3,H,4.785262346
105,4,H,1.286593364
105,5,H,1.355034722
105,6,H,2.116763117
105,7,H,1.023302469
105,8,H,1.023302469
105,9,H,1.049498457
105,10,H,1.029089506
106,1,G,3.148148148
106,2,G,4.930041152
106,3,G,4.884773663
106,4,G,4.930041152
106,5,G,4.893004115
106,6,G,4.9218107
106,7,G,4.893004115
106,8,G,4.9218107
106,9,G,4.913580247
106,10,G,4.893004115
106,1,H,1.082304527
106,2,H,1.053497942
106,3,H,1.098765432
106,4,H,1.061728395
106,5,H,1.061728395
106,6,H,1.082304527
106,7,H,1.016460905
106,8,H,1.024691358
106,9,H,1.016460905
106,10,H,1
107,1,G,4.851851852
107,2,G,4.777777778
107,3,G,4.777777778
107,4,G,4.843621399
107,5,G,4.843621399
107,6,G,4.740740741
107,7,G,4.703703704
107,8,G,4.703703704
