ID,trial,stimulus,DV
101,1,JK,4.988638117
101,2,JK,4.988638117
101,3,JK,4.983391204
101,4,JK,4.996296296
101,5,JK,4.980767747
101,1,TJ,2.972723765
101,2,TJ,4.99220679
101,3,TJ,4.983391204
101,4,TJ,4.996296296
101,5,TJ,4.983101852
101,1,T,2.980343364
101,2,T,4.984625772
101,3,T,4.983391204
101,4,T,4.988290895
101,5,T,4.980189043
101,1,TJR,4.977604167
101,2,TJR,4.977604167
101,3,TJR,4.977604167
101,4,TJR,4.977604167
101,5,TJR,4.982021605
101,1,J,1.010725309
101,2,J,1.006925154
101,3,J,1.026755401
101,4,J,1.003665123
101,5,J,1.001369599
101,1,K,1.010725309
101,2,K,1.001041667
101,3,K,1.026755401
101,4,K,1.011902006
101,5,K,1.013175154
101,1,TJK,1.9977527005
101,2,TJK,1.010792824
101,3,TJK,1.013454861
101,4,TJK,1.014448302
101,5,TJK,2.9930362655
102,1,JK,5
102,2,JK,5
102,3,JK,4.524079991
102,4,JK,2.952668323
102,5,JK,2.962134659
102,1,TJ,1.575316531
102,2,TJ,5
102,3,TJ,4.945331913
102,4,TJ,3.014199503
102,5,TJ,2.952668323
102,1,T,3.009466335
102,2,T,2.910069814
102,3,T,4.358419122
102,4,T,4.70867353
102,5,T,2.962134659
102,1,TJR,4.028399006
102,2,TJR,4.475683351
102,3,TJR,5
102,4,TJR,5
102,5,TJR,5
102,1,J,1
102,2,J,4.99266359
102,3,J,2.91953615
102,4,J,3.066264347
102,5,J,1
102,1,K,1
102,2,K,1
102,3,K,1
102,4,K,3.037865341
102,5,K,1
102,1,TJK,2.9300674475
102,2,TJK,4.750207076000001
102,3,TJK,2.4259850905
102,4,TJK,3.9787007455
102,5,TJK,2.8461720505
103,1,JK,4.975308642
103,2,JK,4.967078189
103,3,JK,4.975308642
103,4,JK,4.987654321
103,5,JK,4.967078189
103,1,TJ,4.004115226
103,2,TJ,4.958847737
103,3,TJ,4.975308642
103,4,TJ,4.962962963
103,5,TJ,4.967078189
103,1,T,1.650205761
103,2,T,4.9218107
103,3,T,4.950617284
103,4,T,4.971193416
103,5,T,4.946502058
103,1,TJR,4.8086419755
103,2,TJR,4.977366255
103,3,TJR,4.9773662555
103,4,TJR,4.985596708
103,5,TJR,4.981481481499999
103,1,J,1.037037037
103,2,J,1.004115226
103,3,J,1.012345679
103,4,J,1.012345679
103,5,J,1.004115226
103,1,K,1.004115226
103,2,K,1
103,3,K,1.024691358
103,4,K,1.024691358
103,5,K,1.012345679
103,1,TJK,2.2139917695
103,2,TJK,1.004115226
103,3,TJK,1.008230453
103,4,TJK,1.014403292
103,5,TJK,1.004115226
104,1,JK,4.915509259
104,2,JK,4.707175926
104,3,JK,2.982638889
104,4,JK,3.387731481
104,5,JK,4.97337963
104,1,TJ,4.736111111
104,2,TJ,4.915509259
104,3,TJ,2.965277778
104,4,TJ,3.387731481
104,5,TJ,4.741898148
104,1,T,2.976851852
104,2,T,4.961805556
104,3,T,4.77662037
104,4,T,4.741898148
104,5,T,4.967592593
104,1,TJR,4.730324074
104,2,TJR,4.71875
104,3,TJR,4.71875
104,4,TJR,4.71875
104,5,TJR,4.71875
104,1,J,4.736111111
104,2,J,4.915509259
104,3,J,3.353009259
104,4,J,4.741898148
104,5,J,4.97337963
104,1,K,4.736111111
104,2,K,4.707175926
104,3,K,3.353009259
104,4,K,1.368055556
104,5,K,4.863425926
104,1,TJK,3.8622685185
104,2,TJK,4.834490741
104,3,TJK,4.741898148
104,4,TJK,4.6493055555
104,5,TJK,3.115740741
105,1,JK,4.65941358
105,2,JK,4.66248071
105,3,JK,4.435802469
105,4,JK,4.779803241
105,5,JK,4.611882716
105,1,TJ,3.011072531
105,2,TJ,3.979475309
105,3,TJ,4.109239969
105,4,TJ,4.231442901
105,5,TJ,4.708217593
105,1,T,2.990162037
105,2,T,4.329147377
105,3,T,4.435802469
105,4,T,4.435802469
105,5,T,4.611882716
105,1,TJR,3.925771605
105,2,TJR,4.835117669500001
105,3,TJR,4.9755979935
105,4,TJR,4.980893133
105,5,TJR,4.948138503
105,1,J,1.545543981
105,2,J,1.246122685
105,3,J,1.099228395
105,4,J,1.088464506
105,5,J,1.016859568
105,1,K,1.013117284
105,2,K,1.172743056
105,3,K,1.249440586
105,4,K,1.088464506
105,5,K,1.016859568
105,1,TJK,2.453009259
105,2,TJK,2.833400849
105,3,TJK,2.533265818
105,4,TJK,2.800617284
105,5,TJK,4.165326003
106,1,JK,4.95473251
106,2,JK,4.843621399
106,3,JK,4.897119342
106,4,JK,4.971193416
106,5,JK,4.958847737
106,1,TJ,4.477366255
106,2,TJ,4.979423868
106,3,TJ,4.868312757
106,4,TJ,4.818930041
106,5,TJ,4.893004115
106,1,T,4.905349794
106,2,T,4.930041152
106,3,T,4.958847737
106,4,T,4.888888889
106,5,T,4.893004115
106,1,TJR,4.938271605000001
106,2,TJR,4.8106995885
106,3,TJR,4.8930041155
106,4,TJR,4.9465020575
106,5,TJR,4.9320987655
106,1,J,1.016460905
106,2,J,1.04526749
106,3,J,1.127572016
106,4,J,1.115226337
106,5,J,1
106,1,K,1
106,2,K,1.049382716
106,3,K,1.061728395
106,4,K,1.037037037
106,5,K,1.032921811
106,1,TJK,1.3827160495
106,2,TJK,1.016460905
106,3,TJK,1.113168724
106,4,TJK,1.0884773665
106,5,TJK,1.024691358
107,1,JK,4.7291595
107,2,JK,4.72457287
107,3,JK,4.499828001
107,4,JK,4.614493751
107,5,JK,4.614493751
107,1,TJ,4.77961243
107,2,TJ,4.591560601
107,3,TJ,4.70622635
107,4,TJ,4.642013531
107,5,TJ,4.646600161
107,1,T,4.67411994
107,2,T,4.67870657
107,3,T,4.609907121
107,4,T,4.614493751
107,5,T,4.614493751
107,1,TJR,4.71081298
107,2,TJR,4.6832932005
107,3,TJR,4.6924664605
107,4,TJR,4.66953331
107,5,TJR,4.66953331
107,1,J,1.362573099
107,2,J,4.71998624
107,3,J,4.69246646
107,4,J,4.577800711
107,5,J,1.490998739
107,1,K,1.353399839
107,2,K,1.380919619
107,3,K,1.3167068
107,4,K,1.413026029
107,5,K,4.614493751
107,1,TJK,4.7750258
107,2,TJK,4.67870657
